NBa7we src,d4r55,RfnDt,eaLgGf src,bintang1,bintang2,bintang3,bintang4,bintang5,rsqaWe,wiI7pd,dSlJg src,dSlJg src 2,znYl0,znYl0 2,fontBodySmall,fontBodySmall 2,kyuRq
https://lh3.googleusercontent.com/a/ACg8ocId4KGx0RahmBWBDRartCuFhFiiZSytzcIjpwLiqNlS=w54-h54-p-rp-mo-br100,Prisila Putri,78 reviews · 11 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,2 weeks ago,Far away from city center and Nothing to see,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjWCXrDtSN3OFhccsC-UHv5Pwe0mK5gkMkjPp4BD2ZSj_g=w54-h54-p-rp-mo-ba6-br100,Vivi Setiawan,"Local Guide · 233 reviews · 1,677 photos",https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,4 years ago,"The gate of the Chinatown. There are 2 gates, 1 is near the Red Bridge",https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Share,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVVOCIVKqdvyP1TJ2q-YQW3t2LV2ch5xNHvziWonYXz_Ho=w54-h54-p-rp-mo-ba5-br100,yaqien CHannel,Local Guide · 240 reviews · 61 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,2 months ago,Mice,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Share,Like,,,
https://lh3.googleusercontent.com/a-/ALV-UjU5gs936su19KwHOyOM8HB-UTbjeuZb8s29Ww6V1pN1y1o=w54-h54-p-rp-mo-ba4-br100,Gatot Sugiharto,Local Guide · 154 reviews · 27 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,a year ago,Crowded during weekends...dificult to parking... lack of health protocols and foods stall not as many as previously.,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjWWS_3jOIw3PzVV6WkJVqb3_p6SPu7tbWcK8rOCEsfNVg=w54-h54-p-rp-mo-ba2-br100,Ozgun Kutay,Local Guide · 23 reviews · 9 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,10 months ago,"Expecting some restaurants to sit but just street food. For street food lovers, it is definetly a heaven for them.",https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjU4e6UXyD155LDSwn_5k05iZ6VVnkW_Pla6ZygC39oaPnA=w54-h54-p-rp-mo-br100,Hussaini Saini,35 reviews · 331 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,a year ago,Bugus,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Share,Like,,,
https://lh3.googleusercontent.com/a/ACg8ocJiRT3rhvAL0PUMLhrAnmp3hGz4EgZl5Utv9SymP9jV=w54-h54-p-rp-mo-br100,Mark Formston Formston,16 reviews,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,9 months ago,"Terrible! Visited Thursday night, and nothing open. Dingy dark and scary",https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjVAZNXFKc59GXp-J7nIlJs8bJCM7ZxrlZRhwemyfYjRvg=w54-h54-p-rp-mo-br100,karina Sutrisno,7 reviews · 2 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,5 months ago,"WAUUUUUUUUUUW!, IT'S VERY VERY VERY MODERN CHINATOWN!",https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjUFKhTfLPJRiwcm1kGBIFIpUwo4aflfYmG6rTQrMxKU9Ho=w54-h54-p-rp-mo-ba5-br100,Leo Vam,Local Guide · 233 reviews · 49 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,2 years ago,This place is old town of Surabaya. Icon of trade center on Surabaya. Many dealer or supply for grocier.,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjUZVIi8nOYtgVPTYqOANRUptM6I2py4Lq7OoVSklxSgWQ=w54-h54-p-rp-mo-br100,Chandra Hartono,41 reviews · 13 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,4 years ago,Except for the pintu gerbang there is not much other characteristics of this place. And dont come in the morning cause most shops not even open yet.,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjVgHrgRgeuMPrd8S99tL9zLLYbtGfQVOONXPc-3oR-Wag=w54-h54-p-rp-mo-ba4-br100,sely kamila,Local Guide · 110 reviews · 49 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,4 years ago,I miss the old kya kya which is so live and rich with pecinan culture. When i came the place so quite no attraction. Some street hawker still there but not as busy as before,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjWI-mVrPVgUyrbzw6xJQ-FoRYvSjSvgD5OdR01p7mxSoIIZ=w54-h54-p-rp-mo-ba4-br100,Zhafirin Ramadhana,Local Guide · 85 reviews · 175 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,4 years ago,"There used to be food stalls around here, but it's no longer there. Now it's just an empty stretch of road, sandwiched between two twin red Chinese dragons.",https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjWNiHat10hWc0__QIKjJvkx7rL3SW7MTB9eSMeuXu3Wjhg=w54-h54-p-rp-mo-ba5-br100,Agung Firdaus,Local Guide · 36 reviews,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,2 months ago,Joss,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a/ACg8ocJ-Zc5Hm1petL782HSDxX8YaTlRDU0gy3BWIrWEPxZv=w54-h54-p-rp-mo-ba3-br100,Jaguar Myanmar,Local Guide · 68 reviews · 34 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,11 months ago,Food Stalls. China Town. Walk space,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjV7n46DozUzj0dsQP8aN3ikftGu3wcxQuQ8ZmgBCSdcNmI=w54-h54-p-rp-mo-ba6-br100,Argya P. Budihandojo,Local Guide · 478 reviews · 60 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,6 years ago,"A sign that you have entered the Chinatown area, you can find cheap things, especially stationaries if you buy them in bulk",https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjVcrBWuWfwAvziUTjca_pIvGZOYG8sip1bp7oBYzKMecUU=w54-h54-p-rp-mo-ba4-br100,Yohanes Ananto,Local Guide · 48 reviews · 34 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,4 years ago,places to go for walks and eat from the ethnic Chinese community ... beautiful and exciting,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a/ACg8ocJbDtBK9j3mtBLEg1ztMaLtEHk7srzZVpNPTYr8053C=w54-h54-p-rp-mo-br100,Hery Purnomo,11 reviews · 3 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,5 years ago,"Groceries place for stationary,  fishing tools,  machinery.  Lowest price in east Indonesia.",https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjUDPve3jyare740s7TmMMZ0wNFESzCT5B9xfdBoPYV_zes=w54-h54-p-rp-mo-ba3-br100,Moh Ridwan,Local Guide · 12 reviews · 38 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,a year ago,Sultan Coffe Ist The Best😍😍 …,https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,Like,Share,,,
https://lh3.googleusercontent.com/a-/ALV-UjWo3tYgOHO5-3-FNLUFwiLuwhW-W0kb4eFMbsMaLUmOao3x=w54-h54-p-rp-mo-ba4-br100,Rein Carp,Local Guide · 129 reviews · 136 photos,https://www.gstatic.com/images/icons/material/system_gm/2x/more_vert_black_18dp.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png,5 years ago,"China town in indonesia.. Much old building there vintage,classic but okay..",https://www.gstatic.com/images/icons/material/system_gm/2x/thumb_up_gm_grey_18dp.png,https://www.gstatic.com/images/icons/material/system_gm/2x/share_gm_grey_18dp.png,,Share,,,
